"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
7.94707373294075e-89,1.50326991184448,0.368,0.081,1.41942683944055e-84,"7","FH"
9.94379739718818e-89,2.23977628859474,0.276,0.048,1.77606165311178e-84,"7","CCDC34"
1.03726040034866e-88,1.49386043935266,0.392,0.089,1.85265080106275e-84,"7","DDX1"
1.53805751965153e-88,1.99730346942613,0.295,0.054,2.7471245358496e-84,"7","SEH1L"
1.63034919419535e-88,2.01172738659818,0.328,0.064,2.91196669575232e-84,"7","NCAPH2"
1.96218708400365e-88,1.58739166121162,0.28,0.048,3.50466235073891e-84,"7","TADA1"
4.15906667630038e-88,1.26243876452649,0.629,0.204,7.4285089905401e-84,"7","ANKRD46"
4.50964888004716e-88,1.82753224416746,0.352,0.076,8.05468386465223e-84,"7","SMARCC1"
5.80423232603197e-88,1.47620895153973,0.314,0.06,1.03669393575257e-83,"7","TWISTNB"
9.49976714164344e-88,1.79239821003521,0.477,0.135,1.69675340916893e-83,"7","PRMT1"
1.03181809050786e-87,1.98804118516688,0.587,0.219,1.8429302914561e-83,"7","UQCRHL"
1.26415106236555e-87,1.79128891452305,0.784,0.523,2.25790021249111e-83,"7","RPL27"
2.02011983448198e-87,2.07721898425951,0.542,0.187,3.60813603636826e-83,"7","EIF3I"
2.19680785177743e-87,1.54768112274587,0.347,0.072,3.92371850405967e-83,"7","WDR43"
2.48304698519393e-87,1.6279267999271,0.413,0.101,4.43497022025488e-83,"7","SNRPA1"
2.64992095019219e-87,1.36495539171708,0.335,0.068,4.73302380913828e-83,"7","ADSL"
3.37032133450966e-87,1.7334919192078,0.276,0.048,6.01973093556771e-83,"7","MAP4K1"
3.41704669254984e-87,1.12990708537332,0.342,0.07,6.10318709756328e-83,"7","BRIX1"
5.83094685864907e-87,1.40371951257289,0.297,0.054,1.04146541842331e-82,"7","ASF1B"
7.3012642853927e-87,1.85661392951623,0.504,0.152,1.30407881401399e-82,"7","CDK4"
7.99142600752328e-87,1.26313769961815,0.646,0.207,1.42734859920373e-82,"7","MYL9"
9.19826707032167e-87,1.48518102392017,0.359,0.076,1.64290248143015e-82,"7","PTS"
1.83321728879383e-86,1.37376400100937,0.276,0.048,3.27430939951467e-82,"7","HADH"
2.02658693840694e-86,1.94817747930885,0.385,0.091,3.61968693068864e-82,"7","NOP58"
2.6587193849818e-86,1.57967185519828,0.33,0.067,4.748738693516e-82,"7","TOMM70"
4.87927281326527e-86,1.85503068204297,0.47,0.131,8.7148691717731e-82,"7","SMC1A"
5.74354964640475e-86,1.49114432606012,0.285,0.051,1.02585540234435e-81,"7","HDDC3"
5.93710957642473e-86,1.6642119565496,0.425,0.107,1.06042714144522e-81,"7","EIF4E"
9.17945746536515e-86,1.07836369082597,0.967,0.874,1.63954289788887e-81,"7","RPS24"
1.13392267758034e-85,1.75039519224248,0.843,0.683,2.02529929442625e-81,"7","RPL35"
1.40023069660491e-85,1.40921317880593,0.311,0.06,2.50095204720602e-81,"7","ISOC1"
2.81759027387923e-85,1.19459352814483,0.292,0.054,5.03249798817569e-81,"7","TIMM22"
4.12136063024338e-85,2.31489481409973,0.708,0.399,7.36116222167771e-81,"7","RPL27A"
8.11453324856894e-85,1.00144884772859,0.34,0.07,1.4493367835269e-80,"7","ERI3"
1.08810190002073e-84,1.828779438136,0.333,0.07,1.94345880362702e-80,"7","FCF1"
1.49124055374838e-84,1.95309384494643,0.439,0.115,2.66350475304997e-80,"7","PGP"
2.32698481129919e-84,1.88215275830252,0.675,0.322,4.15622757146149e-80,"7","HNRNPA3"
2.47995314985433e-84,1.65081511206293,0.392,0.093,4.42944432095481e-80,"7","GOT2"
3.15879975230358e-84,1.57554190851912,0.475,0.136,5.64193223758942e-80,"7","NUDT21"
3.26176688451287e-84,1.40766507759291,0.273,0.048,5.82584183242843e-80,"7","COQ7"
3.32178997527681e-84,1.76917561648698,0.292,0.055,5.9330490748419e-80,"7","CDK1"
3.48575106912614e-84,3.11876364594806,0.437,0.131,6.2258999845662e-80,"7","PLAC8"
5.62900222339352e-84,1.59878502442925,0.299,0.056,1.00539608712032e-79,"7","TIMM44"
1.09149881218694e-83,1.82399933487996,0.463,0.131,1.94952602844709e-79,"7","SPTSSA"
1.15571724748562e-83,1.70422371091694,0.295,0.055,2.06422657573406e-79,"7","GIPC1"
2.07363420379374e-83,1.54330275537087,0.865,0.576,3.703718051396e-79,"7","UBC"
4.6043010964454e-83,1.7020105318397,0.492,0.15,8.22374218836113e-79,"7","NUDC"
8.2062415438331e-83,1.45346184311734,0.366,0.082,1.46571680214403e-78,"7","IMMP1L"
1.31816638032541e-82,1.24925151003322,0.29,0.055,2.35437697189922e-78,"7","NIP7"
2.20977752185114e-82,1.51213539989025,0.273,0.049,3.94688363177832e-78,"7","NDUFAF2"
2.44376126202704e-82,1.73982729343536,0.295,0.057,4.36480199010649e-78,"7","CLN6"
3.11505794284495e-82,1.73894250234389,0.698,0.33,5.56380499171536e-78,"7","ANP32B"
3.59285184769808e-82,2.65252530584027,0.252,0.043,6.41719268517354e-78,"7","HIST1H2AL"
3.67589526685259e-82,1.24982256533176,0.375,0.086,6.56551653612542e-78,"7","SRPK1"
6.32754545460176e-82,2.496751097393,0.259,0.046,1.13016289364642e-77,"7","YBX3"
6.3983167487964e-82,1.00898589975398,0.361,0.08,1.14280335450253e-77,"7","ERG28"
6.43906117145403e-82,2.24505720500603,0.596,0.261,1.1500807158334e-77,"7","RPL22L1"
6.6509695155015e-82,1.52461241607679,0.295,0.057,1.18792966516372e-77,"7","PRPS1"
6.70989095797819e-82,2.62033014627494,0.361,0.089,1.19845362400448e-77,"7","RGCC"
7.08654132280176e-82,2.43115631055,0.558,0.226,1.26572714566562e-77,"7","RPL10L"
7.18655474664496e-82,1.73000476612798,0.283,0.053,1.28359054329826e-77,"7","EIF3C"
8.732928478402e-82,1.68296803418704,0.306,0.062,1.55978835552738e-77,"7","SLC35A4"
2.67815454563461e-81,1.65707806986756,0.378,0.09,4.78345183395798e-77,"7","DRG1"
3.71442411427794e-81,1.68810765331936,0.713,0.361,6.63433291051182e-77,"7","SNRPG"
3.72590414528767e-81,1.24168238437768,0.264,0.046,6.65483739389831e-77,"7","PDRG1"
3.92556084526647e-81,1.68447975871588,0.254,0.044,7.01144422573043e-77,"7","DDX19A"
5.63159582571044e-81,1.47169998836553,0.266,0.048,1.00585933043014e-76,"7","DDX56"
8.55467245413617e-81,1.55544062132443,0.751,0.374,1.52795004703326e-76,"7","RAN"
9.25003643162713e-81,1.52966559920693,0.266,0.048,1.65214900705292e-76,"7","MED25"
1.8649317061516e-80,1.19692876714815,0.266,0.047,3.33095452035737e-76,"7","NFX1"
5.89026446920386e-80,1.63936966439491,0.38,0.09,1.0520601368445e-75,"7","NTAN1"
6.51853810665404e-80,2.22357819324097,0.572,0.219,1.16427609122948e-75,"7","COMMD1"
8.211889857999e-80,1.68595544605285,0.276,0.051,1.4667256475372e-75,"7","B4GALNT1"
8.87507849636819e-80,1.58891130409937,0.306,0.062,1.58517777023632e-75,"7","EIF2B5"
1.15506237260481e-79,1.09025497910184,0.309,0.062,2.06305690370945e-75,"7","CFAP20"
1.24573972747943e-79,1.36014611942395,0.285,0.055,2.22501572725101e-75,"7","OXCT1"
1.37008129494454e-79,1.54772315441778,0.378,0.091,2.44710220090044e-75,"7","CBX1"
1.64405542833309e-79,1.35149326215067,0.368,0.085,2.93644740054573e-75,"7","RPA2"
1.73653046844117e-79,1.86325178180734,0.546,0.19,3.10161706968277e-75,"7","CYCS"
3.03323074169097e-79,1.64543711855301,0.342,0.076,5.41765342773424e-75,"7","NUBP2"
3.9060656742319e-79,1.61340516922822,0.52,0.165,6.97662390074559e-75,"7","MRPS14"
4.18002434728724e-79,2.18353428493064,0.361,0.09,7.46594148668975e-75,"7","MYB"
4.66584943011873e-79,1.81579576560921,0.477,0.149,8.33367366713506e-75,"7","TCP1"
5.57797499738691e-79,2.00050507840742,0.798,0.574,9.96282114283276e-75,"7","RPS5"
7.39405901013104e-79,1.46002062845346,0.295,0.058,1.32065287979951e-74,"7","NAA15"
1.03478395437536e-78,1.71527398254478,0.485,0.143,1.84822762090983e-74,"7","TFDP1"
1.34059000335142e-78,1.84915929473011,0.375,0.092,2.39442780498598e-74,"7","AMD1"
1.69839545711764e-78,2.08090528471713,0.786,0.582,3.03350412595781e-74,"7","RPL23"
1.80987399592933e-78,1.29974818693013,0.318,0.067,3.23261594412937e-74,"7","IPO7"
1.93814373952858e-78,1.77065446846438,0.563,0.207,3.461718533172e-74,"7","SNRPB"
2.93051301211378e-78,1.5282815050011,0.311,0.065,5.23418929093641e-74,"7","HAUS1"
6.62483395245221e-78,1.21073580058201,0.257,0.045,1.18326159224749e-73,"7","PEX7"
1.07612283783534e-77,1.81500331603837,0.325,0.07,1.92206300065769e-73,"7","ACADL"
1.77953855654558e-77,1.52946795268424,0.273,0.052,3.17843381584605e-73,"7","GGA2"
2.23300537165483e-77,1.36274829348469,0.28,0.054,3.98837089431269e-73,"7","MRPL39"
3.9024714624627e-77,1.61906474828822,0.375,0.093,6.97020427910464e-73,"7","NAA50"
4.11959098893937e-77,1.44657681449221,0.38,0.094,7.35800146534461e-73,"7","DCTPP1"
4.49716766812893e-77,0.897645424755069,0.271,0.05,8.03239117204508e-73,"7","C8orf76"
1.16858183442719e-76,1.11294714341052,0.304,0.063,2.0872040144704e-72,"7","FAM136A"
1.19050799169956e-76,0.966449771419303,0.29,0.057,2.12636632397458e-72,"7","SGF29"
1.23935232286826e-76,1.14737478721977,0.311,0.065,2.21360718387499e-72,"7","THOC3"
2.91324557468212e-76,1.42770413360884,0.394,0.101,5.20334792093973e-72,"7","NME1"
8.9670177237855e-76,1.55500498836847,0.335,0.076,1.60159903564533e-71,"7","ACAT1"
1.05741755096979e-75,1.54149604812711,0.347,0.08,1.88865348778715e-71,"7","MTA2"
1.14991996501254e-75,1.26955417171371,0.406,0.106,2.0538720495089e-71,"7","BOLA2B"
1.19773935323328e-75,1.78376144306675,0.855,0.7,2.13928225880996e-71,"7","RPL13"
1.2888928947523e-75,1.14073292384034,0.283,0.056,2.30209159931708e-71,"7","MRPS9"
1.61274137370758e-75,1.06702847824973,0.373,0.09,2.88051736757911e-71,"7","DDX27"
2.5838996606127e-75,1.38371887718832,0.276,0.053,4.61510318382034e-71,"7","RARS"
3.13207302812912e-75,1.56369746980839,0.458,0.135,5.59419563554142e-71,"7","CD81"
4.42403616811311e-75,1.43269231129376,0.352,0.083,7.90177099986683e-71,"7","MRPS18A"
4.85952536609813e-75,1.51562927150042,0.378,0.094,8.67959825638787e-71,"7","FUBP1"
5.97802340127712e-75,1.51224124100457,0.38,0.094,1.06773475970211e-70,"7","GET4"
7.39258205486996e-75,1.80581002600839,0.489,0.161,1.32038908082032e-70,"7","CCT2"
9.41155756400706e-75,1.33987422709409,0.382,0.096,1.6809982965073e-70,"7","EBNA1BP2"
1.21408493503821e-74,1.2928809831486,0.827,0.569,2.16847710247174e-70,"7","HMGB1"
1.37161121336791e-74,1.30919540829085,0.297,0.061,2.44983478819642e-70,"7","MTF2"
2.30391745238196e-74,2.85485645574894,0.266,0.052,4.11502696169942e-70,"7","PCLAF"
2.83930159792035e-74,1.53177390012355,0.527,0.18,5.07127658404553e-70,"7","H2AFX"
5.2497951966673e-74,1.47596959936565,0.33,0.076,9.37665920076746e-70,"7","NOP56"
5.21546410927125e-73,1.2593357660725,0.454,0.13,9.31534044556939e-69,"7","MRPS33"
6.11557592653691e-73,1.37849283181812,0.266,0.051,1.09230301623876e-68,"7","TP53RK"
6.83664582125481e-73,1.63208053313075,0.477,0.152,1.22109331013432e-68,"7","CKS2"
9.62122677959898e-73,1.0491600587217,0.271,0.053,1.71844731510417e-68,"7","THUMPD1"
1.50257129277326e-72,1.50432913404229,0.43,0.124,2.68374258602233e-68,"7","AHSA1"
1.56909989863016e-72,1.35177200598576,0.394,0.104,2.80256932894332e-68,"7","TCERG1"
2.99684172252375e-72,1.21459507689021,0.295,0.062,5.35265900059968e-68,"7","ACTL6A"
4.22412864187915e-72,1.37615146082507,0.38,0.098,7.54471616726035e-68,"7","STIP1"
4.34267571438952e-72,0.850840318609747,0.297,0.062,7.75645309347112e-68,"7","ERGIC1"
4.71089405801602e-72,1.45462956509672,0.409,0.112,8.41412787702241e-68,"7","PHB"
5.43926124575498e-72,1.46621992780901,0.454,0.135,9.71506451104297e-68,"7","AIMP1"
8.26049305698627e-72,1.48718589981643,0.511,0.166,1.47540666490832e-67,"7","NHP2"
9.20434296611953e-72,1.19947512522264,0.439,0.126,1.64398769717861e-67,"7","FMC1"
1.20892598718507e-71,1.25041411701069,0.316,0.07,2.15926270571125e-67,"7","TM2D3"
1.39267668714655e-71,0.998168254129705,0.292,0.06,2.48745983091246e-67,"7","CDK6"
1.78943053711587e-71,1.43411003823536,0.337,0.079,3.19610188234266e-67,"7","EIF2B2"
2.54354335960106e-71,1.56870443824118,0.29,0.061,4.54302279458345e-67,"7","HSD17B8"
2.95970204581082e-71,1.12491174005183,0.335,0.079,5.28632382402271e-67,"7","PAM16"
3.01506350611065e-71,1.57640083065557,0.568,0.215,5.38520492826424e-67,"7","SNRPD1"
3.42653376281286e-71,1.45614293737341,0.306,0.067,6.12013195376005e-67,"7","MRPL58"
4.24608252576759e-71,1.41146085474104,0.416,0.114,7.58392799927349e-67,"7","PDHA1"
5.46744848082805e-71,1.59479686677024,0.442,0.131,9.76540973160698e-67,"7","PHF5A"
5.84052150349256e-71,1.27730155478049,0.278,0.056,1.04317554573881e-66,"7","KARS"
6.89974643090635e-71,1.70157491907313,0.297,0.065,1.23236371002418e-66,"7","NCLN"
